#Length	37650304
1	299	100
309	2749	100
2750	3032	100
3040	4019	100
4029	4039	100
4049	4119	100
4122	4278	100
4292	4748	100
4758	6454	100
6480	6938	100
6964	7876	100
7936	8116	100
8126	8158	100
8168	8211	100
8225	8289	100
8334	8475	100
8504	8617	100
8638	8936	100
8954	9335	100
9347	9451	100
9458	9528	100
9549	9573	100
9580	9791	100
9823	9865	100
9876	9945	100
9961	10271	100
10272	10580	100
10600	10659	100
10660	10688	100
10705	10868	100
10869	11017	100
11023	11144	100
11166	11174	100
11263	11319	100
11337	11387	100
11409	11456	100
12052	12062	100
12481	12487	100
14558	14867	100
14888	15418	100
15435	16149	100
16164	16429	100
16446	16460	100
16478	17267	100
17279	17755	100
17763	17794	100
17799	17904	100
17919	18142	100
18157	18354	100
18380	18429	100
18446	18670	100
18689	18700	100
18719	18805	100
18807	18998	100
19008	19261	100
19275	19828	100
19929	19974	100
19991	20063	100
20081	20227	100
20233	20297	100
20315	20432	100
20448	21552	100
21554	21917	100
24653	24660	100
27205	27238	100
27611	27642	100
27690	27730	100
28577	28583	100
28595	28605	100
28615	28622	100
28733	28743	100
28999	29008	100
29025	29054	100
29110	29117	100
29282	29294	100
29306	29315	100
29332	29388	100
29433	29444	100
29456	29462	100
29488	29553	100
29554	29570	100
29579	29606	100
29607	29873	100
29903	29948	100
29955	30074	100
30102	30149	100
30159	30289	100
30307	30930	100
30949	31021	100
31036	31096	100
31102	31113	100
31123	31205	100
31223	31553	100
31554	31568	100
31570	31611	100
31615	31717	100
31720	31733	100
31758	31816	100
31829	31916	100
31930	31979	100
31999	32104	100
32107	32216	100
32219	32287	100
32315	32414	100
32446	32481	100
32498	32538	100
32539	32554	100
32559	32664	100
32672	32736	100
32781	32797	100
32856	32870	100
32889	32896	100
32903	32912	100
32944	32968	100
33222	33238	100
33318	33328	100
33339	33345	100
33377	33384	100
33552	33628	100
33635	33948	100
33961	33982	100
34002	34025	100
34029	34154	100
34171	34204	100
34220	34306	100
34312	34401	100
34421	34496	100
34504	34517	100
34520	34584	100
34601	34618	100
34625	34650	100
34697	34707	100
34745	34753	100
34785	34873	100
34893	34975	100
35004	35030	100
35077	35091	100
35099	35161	100
35172	35194	100
35205	35213	100
35230	35287	100
35340	35346	100
35354	35362	100
35391	35404	100
35414	35445	100
35457	35463	100
35482	35672	100
35685	35929	100
35930	35943	100
35949	36026	100
36043	36122	100
36127	36279	100
36301	39327	100
39392	39406	100
39427	39434	100
39441	39467	100
39613	39636	100
39732	39757	100
39812	39825	100
39826	39840	100
39920	39958	100
39973	40032	100
40033	40158	100
40172	40202	100
40227	40235	100
40246	40254	100
40342	40418	100
40482	40558	100
40574	40798	100
40803	40824	100
40836	40913	100
40918	41012	100
41026	41091	100
41097	41367	100
41395	41430	100
41448	41517	100
41524	44800	100
44801	45338	100
45345	46006	100
46009	46028	100
46046	46106	100
46125	46835	100
46852	48503	100
48508	50428	100
50471	50483	100
50501	51564	100
51565	52292	100
52300	52326	100
52328	52563	100
52565	52779	100
52810	53141	100
53151	53808	100
53814	54330	100
54332	54359	100
54375	54526	100
54546	54669	100
54684	54737	100
54746	54869	100
54881	55068	100
55073	55763	100
55768	56692	100
56703	57630	100
57639	57740	100
57749	58096	100
58106	58456	100
58469	58522	100
58523	58560	100
58563	58729	100
58733	58788	100
58808	58882	100
58889	59419	100
59429	59603	100
59638	59948	100
59956	61000	100
61019	61925	100
61933	62592	100
62609	62700	100
62798	62828	100
62887	63010	100
63027	63046	100
63080	63098	100
63134	63141	100
63158	63194	100
63279	63321	100
63342	63353	100
63471	63487	100
63520	63542	100
63585	63602	100
63616	63643	100
63720	63732	100
63753	63766	100
64355	64367	100
64476	64515	100
64590	64599	100
64675	64682	100
64698	64713	100
64717	64724	100
64730	64756	100
64774	64810	100
64815	64842	100
64863	64871	100
64910	64924	100
64932	65084	100
65108	65126	100
65130	65198	100
65253	65265	100
65282	65303	100
65331	65342	100
65442	65482	100
65493	65500	100
65562	65572	100
65579	65587	100
65678	65706	100
65754	65764	100
65769	65786	100
65859	65868	100
65924	65937	100
65956	65988	100
66041	66166	100
66205	66217	100
66237	66356	100
66364	66374	100
66394	66600	100
66617	66697	100
66743	66847	100
66869	66902	100
66919	66943	100
67059	67073	100
67148	67171	100
67261	67271	100
67282	67322	100
67485	67513	100
67528	67539	100
67553	67586	100
67598	67659	100
67672	67687	100
67704	67710	100
67848	67870	100
67886	68170	100
68177	68199	100
68262	68287	100
68317	68392	100
68404	68417	100
68466	68620	100
68626	68891	100
68926	69172	100
69194	69211	100
69231	69382	100
69392	69580	100
70582	70588	100
70887	70894	100
71928	71936	100
73221	73338	100
73346	73368	100
73456	73463	100
73580	73623	100
73638	73649	100
73663	73670	100
