#Length	32064973
1	5601	100
5611	10236	100
10244	11849	100
11856	13310	100
13312	13579	100
13598	13619	100
13656	13732	100
13770	13781	100
13827	13849	100
13857	13877	100
13979	13990	100
14027	14057	100
14067	14192	100
14202	14248	100
14262	14268	100
14286	14328	100
14347	14361	100
14412	14455	100
14460	14623	100
14642	14666	100
14725	14762	100
14786	14950	100
14956	15005	100
15024	15055	100
15081	15112	100
15130	15154	100
15170	15250	100
15270	15282	100
15304	15313	100
15320	15460	100
15479	15549	100
15557	15595	100
15625	15647	100
15679	15716	100
15735	15751	100
15907	15914	100
15992	16001	100
16010	16025	100
16072	16100	100
16102	16138	100
16188	16204	100
16213	16226	100
16247	16291	100
16343	16353	100
16374	16418	100
16426	16522	100
16537	16626	100
16672	16693	100
16713	16740	100
16763	16942	100
16952	17108	100
17115	17179	100
17199	17263	100
17286	17366	100
17386	17402	100
17416	17623	100
17624	17680	100
17697	17731	100
17756	17770	100
17785	17798	100
17818	17829	100
17845	18071	100
18078	18128	100
18144	18162	100
18178	18248	100
18258	18444	100
18446	18915	100
18946	18998	100
19016	19220	100
19244	19254	100
19255	19437	100
19459	19488	100
19491	19551	100
19564	19588	100
19606	19644	100
19649	19659	100
19668	19722	100
19729	19797	100
19830	19865	100
19928	19939	100
19951	19962	100
19992	20004	100
20007	20044	100
20059	20116	100
20147	20186	100
20198	20309	100
20317	20373	100
20392	20713	100
20746	21040	100
21074	21080	100
21106	21200	100
21623	21645	100
21674	21682	100
21826	21868	100
21879	21897	100
21899	21982	100
22029	22116	100
22120	22399	100
22427	22532	100
22535	22561	100
22582	22738	100
22753	22764	100
22777	22931	100
22937	22950	100
22968	23002	100
23038	23046	100
23053	23086	100
23101	23164	100
23180	23223	100
23242	23532	100
23544	23632	100
23654	23757	100
23775	23801	100
23818	23845	100
23863	23922	100
23924	24040	100
24048	24166	100
24180	24196	100
24213	24378	100
24398	24429	100
24436	24473	100
24482	24728	100
24746	25068	100
25087	25122	100
25131	25154	100
25208	25249	100
25260	25423	100
25438	25486	100
25501	25696	100
25713	25775	100
25790	25817	100
25819	25855	100
25858	26165	100
26177	26426	100
26443	26662	100
26679	26722	100
26738	26868	100
26884	26957	100
26960	27247	100
27261	28021	100
28035	28168	100
28184	28227	100
28242	28279	100
28283	28849	100
28872	29261	100
29262	30054	100
30064	30153	100
30215	30224	100
30233	30913	100
30929	32423	100
32442	32460	100
33624	33682	100
33712	33754	100
33766	33772	100
33779	33866	100
