#Length	37533413
1	123	100
134	147	100
174	199	100
201	226	100
235	278	100
281	304	100
330	367	100
385	407	100
429	449	100
459	635	100
642	648	100
672	743	100
746	761	100
780	804	100
818	7389	100
7398	7585	100
7595	7602	100
10236	10244	100
10645	10694	100
10713	10787	100
10802	10869	100
10880	11146	100
11147	12315	100
12334	12508	100
12509	12920	100
12934	12996	100
12997	13013	100
13014	13342	100
13363	13470	100
13486	13492	100
13504	13581	100
13593	13776	100
13782	14189	100
14204	14401	100
14419	14612	100
14647	14706	100
14726	14761	100
14783	14810	100
14827	14834	100
14872	14914	100
14915	15011	100
15037	15077	100
15090	15210	100
15221	15287	100
15301	15471	100
15511	15521	100
15522	15577	100
15633	15678	100
15710	18624	100
18627	19123	100
19127	19414	100
19415	19717	100
19723	19890	100
19898	19975	100
19988	20109	100
20122	20135	100
20151	20581	100
20600	20610	100
20628	20661	100
20677	20807	100
20808	21460	100
21471	21626	100
21641	21698	100
21700	22001	100
22035	23395	100
26423	26702	100
26731	26742	100
26775	26785	100
26791	27071	100
28347	28357	100
28384	28397	100
33226	33273	100
33278	33324	100
33349	33400	100
33409	33447	100
33449	33508	100
33523	33533	100
33541	33622	100
33692	33702	100
33725	33737	100
33832	33842	100
33898	33910	100
33927	33940	100
34019	34041	100
34057	34063	100
34071	34077	100
34152	34166	100
34207	34221	100
34355	34371	100
34385	34409	100
34430	34476	100
34501	34507	100
34514	34683	100
34686	34779	100
34806	34856	100
34857	34904	100
35900	36273	100
36286	36385	100
36392	36430	100
36437	36522	100
36525	36592	100
36593	36945	100
36956	37215	100
37226	37353	100
37368	37864	100
37889	38291	100
38326	38351	100
38372	38508	100
38521	38596	100
38605	38932	100
38948	38961	100
38994	39004	100
39015	39071	100
39072	40322	100
40331	40510	100
40523	41110	100
41125	41873	100
41877	41945	100
42019	42054	100
42077	42093	100
42098	42111	100
42130	42144	100
42197	42313	100
42337	42345	100
42363	42381	100
42399	42418	100
42545	42559	100
42572	42580	100
42586	42623	100
42664	42675	100
42682	42730	100
42753	42771	100
42777	42786	100
42807	42880	100
42886	42918	100
42960	42985	100
43011	43072	100
43105	43138	100
43170	43291	100
43301	43391	100
43397	43428	100
43439	43535	100
43541	43557	100
43579	43607	100
43630	43695	100
43713	43740	100
43762	43778	100
43834	43871	100
43923	43940	100
44000	44032	100
44042	44107	100
44138	44237	100
44243	44401	100
44413	44530	100
44531	44698	100
44703	44783	100
44791	44879	100
44888	44918	100
44919	45224	100
45236	45341	100
45357	45510	100
45526	46247	100
46249	46313	100
46336	46368	100
46383	46491	100
46513	46949	100
46954	47886	100
47888	48066	100
48084	49382	100
49383	49771	100
49773	50211	100
50235	50257	100
50259	50338	100
50356	50936	100
50940	51326	100
51343	52153	100
52164	52661	100
52676	53650	100
53655	53845	100
53850	57198	100
57204	57651	100
57669	60225	100
60254	60413	100
60422	60432	100
60441	60496	100
60513	60590	100
60597	60674	100
60693	60722	100
60733	60790	100
60799	60895	100
60896	60989	100
61014	61172	100
61181	61222	100
61242	61327	100
61351	61363	100
61382	61393	100
61430	61531	100
61561	61615	100
61625	61651	100
61668	61677	100
61691	61715	100
61724	61967	100
61977	61990	100
62000	62040	100
62046	62092	100
62096	62145	100
62147	62294	100
62308	62453	100
62458	62499	100
62504	62522	100
62527	62535	100
62544	62634	100
62640	63026	100
63028	64804	100
64814	66955	100
66962	70529	100
70546	70630	100
70649	76824	100
76834	77967	100
77969	82117	100
82121	83907	100
83908	85301	100
85304	85911	100
85914	86707	100
86709	90269	100
90270	94032	100
94041	95260	100
95262	96726	100
96727	96991	100
96992	99075	100
99111	99191	100
99200	99218	100
99231	99242	100
99287	99371	100
99377	99394	100
99402	99429	100
99439	99451	100
99461	99575	100
99592	99642	100
99650	99675	100
99702	99716	100
99750	99782	100
99783	99794	100
99805	99815	100
99828	99983	100
100000	100020	100
100067	100232	100
100239	100306	100
100318	100332	100
100339	100454	100
100470	101400	100
101408	101427	100
101441	101448	100
101471	101484	100
101541	101567	100
101590	101762	100
101782	101790	100
101847	101856	100
101891	101931	100
101949	102065	100
102088	102124	100
102135	102182	100
102199	103925	100
103929	104770	100
104774	105840	100
105844	106193	100
106195	106933	100
106943	107436	100
107439	107903	100
107912	108185	100
108188	111848	100
111853	115926	100
115928	116017	100
116023	116308	100
116318	116357	100
116361	116426	100
116433	117130	100
117137	119238	100
119246	122149	100
122152	123920	100
123930	125063	100
125073	127567	100
127569	128689	100
128704	128942	100
128948	129086	100
129094	130840	100
130860	130898	100
130912	132528	100
132536	132579	100
132582	132619	100
132620	132706	100
132721	132742	100
132752	132766	100
132775	132933	100
132941	132969	100
132990	133015	100
133035	133127	100
133151	133244	100
133245	133802	100
133808	134290	100
134294	134332	100
134335	134520	100
134521	134740	100
134747	134784	100
134786	134937	100
134964	134999	100
135017	135100	100
135110	135147	100
135155	135179	100
135180	135213	100
135221	135230	100
135274	135284	100
135305	135321	100
135331	135346	100
135373	135416	100
135451	135481	100
135494	135560	100
135570	135605	100
135621	135676	100
135692	135730	100
135739	135751	100
135849	135862	100
135864	135874	100
135938	135988	100
136103	136226	100
136243	136287	100
136298	136336	100
136386	136412	100
136419	136449	100
136465	136471	100
136482	136489	100
136501	136582	100
136589	136595	100
136647	136665	100
136683	136719	100
136735	136756	100
136821	136866	100
136877	136908	100
136958	136980	100
136985	137045	100
137100	137158	100
137162	137175	100
137323	137343	100
137403	137411	100
137455	137461	100
137552	137569	100
137587	137659	100
137679	138097	100
138109	138451	100
138459	138714	100
138721	138984	100
138994	139001	100
139008	139231	100
139236	139489	100
139504	139894	100
139904	140039	100
140047	140088	100
140103	141901	100
141911	142265	100
142275	142297	100
142306	142915	100
142920	143099	100
143109	143233	100
143237	143265	100
143267	143336	100
143343	144240	100
144242	144313	100
144315	144711	100
144721	144903	100
